OrderDate,CustomerID,Segment,State,Region,ProductID,Category,SubCategory,Sales,Profit,ShippingCost,OrderPriority
2012/5/14,CB-12535,Corporate,California,West,FUR-FU-10001979,Furniture,Furnishings,122.91,34.4148,8.24,Medium
2012/5/14,JO-15550,Home Office,Pennsylvania,East,OFF-AR-10003373,Office Supplies,Art,198.272,17.3488,48.61,Medium
2012/5/14,JO-15550,Home Office,Pennsylvania,East,OFF-EN-10000927,Office Supplies,Envelopes,200.984,62.8075,14.41,Medium
2012/5/14,JO-15550,Home Office,Pennsylvania,East,OFF-LA-10003510,Office Supplies,Labels,97.696,31.7512,9.17,Medium
2012/5/14,JO-15550,Home Office,Pennsylvania,East,OFF-LA-10002312,Office Supplies,Labels,47.36,17.76,4.74,Medium
2012/5/14,JO-15550,Home Office,Pennsylvania,East,OFF-BI-10001575,Office Supplies,Binders,18.588,-13.6312,4.52,Medium
2012/5/14,JO-15550,Home Office,Pennsylvania,East,OFF-BI-10001982,Office Supplies,Binders,4.896,-3.4272,0.34,Medium
2012/5/14,JO-15550,Home Office,Pennsylvania,East,OFF-AR-10001118,Office Supplies,Art,2.696,0.8088,0.2,Medium
2012/5/15,AH-10690,Corporate,Georgia,South,OFF-EN-10004147,Office Supplies,Envelopes,17.94,8.7906,2.43,High
2012/5/15,FC-14335,Corporate,Pennsylvania,East,OFF-ST-10002583,Office Supplies,Storage,51.968,-10.3936,4.08,Low
2012/5/16,TH-21550,Home Office,Florida,South,TEC-AC-10002402,Technology,Accessories,255.968,31.996,41.06,Medium
2012/5/17,DV-13465,Consumer,New York,East,OFF-SU-10000898,Office Supplies,Supplies,55.6,16.124,3.42,Medium
2012/5/17,DV-13465,Consumer,New York,East,OFF-LA-10003766,Office Supplies,Labels,31.5,15.12,2.37,Medium
2012/5/17,ON-18715,Corporate,Texas,Central,OFF-BI-10002082,Office Supplies,Binders,33.28,-49.92,4.2,High
2012/5/17,ON-18715,Corporate,Texas,Central,OFF-PA-10002250,Office Supplies,Paper,14.088,4.9308,1.95,High
2012/5/18,AJ-10780,Corporate,California,West,OFF-PA-10003724,Office Supplies,Paper,10.86,5.3214,1,Medium
2012/5/20,SG-20470,Consumer,North Carolina,South,FUR-FU-10001986,Furniture,Furnishings,163.136,20.392,18.74,High
2012/5/20,SG-20470,Consumer,North Carolina,South,OFF-BI-10001031,Office Supplies,Binders,6.408,-4.9128,0.71,High
2012/5/21,JE-15745,Consumer,Illinois,Central,OFF-AP-10000358,Office Supplies,Appliances,20.768,-52.9584,0.92,Medium
2012/5/21,HG-14965,Corporate,Pennsylvania,East,OFF-BI-10001597,Office Supplies,Binders,24.588,-18.0312,2.23,Low
2012/5/21,ME-18010,Corporate,Washington,West,OFF-BI-10001636,Office Supplies,Binders,26.976,8.7672,1.94,Medium
2012/5/22,SB-20185,Consumer,California,West,TEC-MA-10004002,Technology,Machines,2973.32,334.4985,510.18,High
2012/5/22,SB-20185,Consumer,California,West,TEC-PH-10003645,Technology,Phones,775.728,58.1796,135.52,High
2012/5/22,SB-20185,Consumer,California,West,OFF-ST-10002406,Office Supplies,Storage,104.79,29.3412,13.18,High
2012/5/22,SB-20185,Consumer,California,West,OFF-LA-10004484,Office Supplies,Labels,8.26,3.7996,0.8,High
2012/5/23,EB-13870,Consumer,Arizona,West,OFF-AP-10004708,Office Supplies,Appliances,121.792,13.7016,15.45,Low
2012/5/23,EB-13870,Consumer,Arizona,West,OFF-BI-10001036,Office Supplies,Binders,19.194,-12.796,1.4,Low
2012/5/23,EA-14035,Corporate,South Carolina,South,OFF-EN-10000056,Office Supplies,Envelopes,186.69,87.7443,11.65,Medium
2012/5/23,KH-16690,Corporate,Rhode Island,East,OFF-ST-10004507,Office Supplies,Storage,51.45,13.8915,7.42,High
2012/5/23,NM-18445,Home Office,Michigan,Central,OFF-AP-10001394,Office Supplies,Appliances,850.5,245.7,86.12,High
2012/5/23,NM-18445,Home Office,Michigan,Central,FUR-FU-10003724,Furniture,Furnishings,75.33,19.5858,6.05,High
2012/5/24,VS-21820,Consumer,Illinois,Central,FUR-CH-10002880,Furniture,Chairs,602.651,-163.5767,110.27,High
2012/5/24,VS-21820,Consumer,Illinois,Central,OFF-BI-10001249,Office Supplies,Binders,7.656,-13.0152,0.8,High
2012/5/25,JH-16180,Consumer,Colorado,West,OFF-AP-10004487,Office Supplies,Appliances,845.728,84.5728,42.17,Medium
2012/5/25,CY-12745,Corporate,Tennessee,South,TEC-PH-10001944,Technology,Phones,467.04,58.38,70.67,High
2012/5/25,MM-18280,Corporate,Texas,Central,TEC-AC-10003095,Technology,Accessories,207.984,36.3972,15.67,High
2012/5/25,MM-18280,Corporate,Texas,Central,OFF-PA-10002160,Office Supplies,Paper,32.368,11.7334,9.69,High
2012/5/25,MM-18280,Corporate,Texas,Central,OFF-SU-10002557,Office Supplies,Supplies,22.368,1.6776,2.81,High
2012/5/25,NM-18445,Home Office,Kansas,Central,OFF-BI-10001718,Office Supplies,Binders,127.96,60.1412,32.61,Critical
2012/5/25,NM-18445,Home Office,Kansas,Central,OFF-AR-10002445,Office Supplies,Art,21.24,8.0712,6.33,Critical
2012/5/25,NP-18685,Home Office,California,West,FUR-FU-10002268,Furniture,Furnishings,14.73,4.8609,3.59,Critical
2012/5/26,PS-18760,Consumer,Texas,Central,TEC-MA-10004679,Technology,Machines,399.54,-79.908,35.35,Medium
2012/5/26,PS-18760,Consumer,Texas,Central,FUR-CH-10004754,Furniture,Chairs,104.93,-4.497,14.6,Medium
2012/5/26,PS-18760,Consumer,Texas,Central,FUR-CH-10000863,Furniture,Chairs,105.686,-28.6862,7.66,Medium
2012/5/26,RD-19900,Consumer,Washington,West,FUR-FU-10003849,Furniture,Furnishings,20.24,7.8936,0.87,Medium
2012/5/26,BF-11170,Home Office,North Carolina,South,TEC-AC-10003628,Technology,Accessories,167.944,50.3832,26.44,High
2012/5/26,BF-11170,Home Office,North Carolina,South,OFF-PA-10003134,Office Supplies,Paper,153.728,53.8048,17.59,High
2012/5/26,BF-11170,Home Office,North Carolina,South,OFF-EN-10004459,Office Supplies,Envelopes,12.224,4.4312,1.97,High
2012/5/26,BF-11170,Home Office,North Carolina,South,OFF-PA-10003790,Office Supplies,Paper,18.272,5.9384,0.33,High
2012/5/28,KB-16315,Consumer,New York,East,OFF-AR-10000411,Office Supplies,Art,47.82,14.346,5.48,Medium
2012/5/28,KB-16315,Consumer,New York,East,OFF-LA-10000262,Office Supplies,Labels,13.05,6.003,0.97,Medium
2012/5/28,MS-17770,Consumer,New York,East,OFF-ST-10001490,Office Supplies,Storage,535.41,160.623,17.52,Medium
2012/5/28,MS-17770,Consumer,New York,East,OFF-PA-10004255,Office Supplies,Paper,45.36,21.7728,5.65,Medium
2012/5/28,MS-17770,Consumer,New York,East,TEC-PH-10004093,Technology,Phones,45.99,13.3371,3.64,Medium
2012/5/28,MS-17770,Consumer,New York,East,OFF-BI-10000605,Office Supplies,Binders,6.096,2.0574,0.35,Medium
2012/5/28,TB-21625,Consumer,Connecticut,East,OFF-ST-10001328,Office Supplies,Storage,77.55,21.714,11.58,Low
2012/5/28,TB-21625,Consumer,Connecticut,East,OFF-ST-10001558,Office Supplies,Storage,16.24,2.436,1.69,Low
2012/5/28,NK-18490,Home Office,Washington,West,OFF-AR-10001547,Office Supplies,Art,6.63,1.7901,0.69,Low
2012/5/29,JL-15850,Consumer,Washington,West,OFF-ST-10001496,Office Supplies,Storage,540.57,140.5482,22.49,Medium
2012/5/29,JL-15850,Consumer,Washington,West,OFF-BI-10002931,Office Supplies,Binders,167.76,62.91,8.14,Medium
2012/5/29,JL-15850,Consumer,Washington,West,OFF-PA-10004101,Office Supplies,Paper,32.4,15.552,2.62,Medium
2012/5/29,KB-16315,Consumer,Indiana,Central,OFF-LA-10004484,Office Supplies,Labels,12.39,5.6994,0.79,Medium
2012/5/29,VP-21760,Corporate,Ohio,East,FUR-CH-10000863,Furniture,Chairs,317.058,-86.0586,52.41,Medium
2012/5/29,VP-21760,Corporate,Ohio,East,FUR-FU-10002506,Furniture,Furnishings,41.568,-4.1568,6.07,Medium
2012/5/29,VP-21760,Corporate,Ohio,East,OFF-FA-10002988,Office Supplies,Fasteners,8.04,2.9145,1.14,Medium
2012/5/29,CC-12100,Home Office,Ohio,East,OFF-PA-10000474,Office Supplies,Paper,85.056,28.7064,11.52,Critical
2012/5/30,EN-13780,Consumer,New York,East,TEC-PH-10001795,Technology,Phones,239.97,2.3997,73.75,High
2012/5/30,EN-13780,Consumer,New York,East,OFF-AP-10004540,Office Supplies,Appliances,160.32,44.8896,29.92,High
2012/5/30,EN-13780,Consumer,New York,East,TEC-PH-10001527,Technology,Phones,128.85,3.8655,13.37,High
2012/5/30,BD-11560,Home Office,Virginia,South,TEC-AC-10000358,Technology,Accessories,151.96,36.4704,11.81,High
2012/5/31,BD-11320,Consumer,Minnesota,Central,FUR-CH-10002320,Furniture,Chairs,2567.84,770.352,116.03,Medium
2012/5/31,ML-18265,Consumer,North Carolina,South,OFF-AR-10003504,Office Supplies,Art,10.272,1.1556,2.57,Medium
2012/5/31,TM-21010,Consumer,Utah,West,FUR-BO-10004357,Furniture,Bookcases,1406.86,140.686,138.91,Medium
2012/5/31,TM-21010,Consumer,Utah,West,OFF-ST-10000046,Office Supplies,Storage,323.1,61.389,33.5,Medium
2012/5/31,TM-21010,Consumer,Utah,West,OFF-LA-10003766,Office Supplies,Labels,15.75,7.56,1.16,Medium
2012/5/31,EM-13825,Corporate,New Jersey,East,OFF-PA-10002120,Office Supplies,Paper,274.8,134.652,42.95,High
2012/5/31,EM-13825,Corporate,New Jersey,East,OFF-ST-10004340,Office Supplies,Storage,62.18,16.7886,11.58,High
2012/5/31,EM-13825,Corporate,New Jersey,East,FUR-FU-10001847,Furniture,Furnishings,8.28,2.9808,0.91,High
2012/5/31,JM-15265,Corporate,Illinois,Central,OFF-PA-10001125,Office Supplies,Paper,173.488,54.215,25.67,Medium
2012/5/31,JM-15265,Corporate,Illinois,Central,FUR-FU-10002703,Furniture,Furnishings,51.56,-61.872,5.69,Medium
2012/5/31,JM-15265,Corporate,Illinois,Central,OFF-LA-10000443,Office Supplies,Labels,5.904,1.9926,0.36,Medium
2012/5/31,JM-15265,Corporate,Illinois,Central,OFF-BI-10004364,Office Supplies,Binders,3.564,-6.237,0.2,Medium
2012/5/31,SP-20650,Corporate,California,West,OFF-PA-10002254,Office Supplies,Paper,105.52,48.5392,17.87,High
2012/5/31,SP-20650,Corporate,California,West,OFF-ST-10001590,Office Supplies,Storage,80.88,21.0288,14.9,High
2012/5/31,SP-20650,Corporate,California,West,OFF-PA-10001950,Office Supplies,Paper,58.38,26.271,7.79,High
2012/5/31,CW-11905,Home Office,New York,East,OFF-FA-10003472,Office Supplies,Fasteners,7.56,0.3024,0.8,High
2012/5/31,SC-20050,Home Office,Connecticut,East,FUR-FU-10001935,Furniture,Furnishings,22.2,9.102,1.67,Low
2012/6/1,AJ-10945,Consumer,Michigan,Central,OFF-BI-10004224,Office Supplies,Binders,403.68,181.656,30.53,Medium
2012/6/1,AJ-10945,Consumer,Michigan,Central,TEC-PH-10001299,Technology,Phones,299.98,83.9944,12.55,Medium
2012/6/1,AJ-10945,Consumer,Michigan,Central,TEC-PH-10001300,Technology,Phones,41.9,11.732,2.82,Medium
2012/6/1,AJ-10945,Consumer,Michigan,Central,OFF-LA-10004178,Office Supplies,Labels,28.91,13.2986,1.11,Medium
2012/6/1,KE-16420,Corporate,Texas,Central,OFF-PA-10002606,Office Supplies,Paper,42.24,13.2,4.67,Medium
2012/6/1,KE-16420,Corporate,Texas,Central,OFF-BI-10001890,Office Supplies,Binders,5.728,-9.1648,0.27,Medium
2012/6/1,CG-12040,Home Office,California,West,OFF-PA-10001838,Office Supplies,Paper,11.76,5.7624,0.82,Medium
2012/6/4,BP-11155,Consumer,California,West,TEC-AC-10003870,Technology,Accessories,989.97,395.988,74.68,Medium
2012/6/4,BP-11155,Consumer,California,West,TEC-AC-10001874,Technology,Accessories,119.98,35.994,5.83,Medium
2012/6/4,LL-16840,Consumer,Washington,West,OFF-AR-10004685,Office Supplies,Art,9.26,3.0558,1.82,High
2012/6/4,LL-16840,Consumer,Washington,West,OFF-LA-10000443,Office Supplies,Labels,7.38,3.4686,1.56,High
2012/6/4,TC-21535,Home Office,New York,East,FUR-FU-10000672,Furniture,Furnishings,35.28,11.9952,2.07,Medium
2012/6/4,TC-21535,Home Office,New York,East,OFF-PA-10004569,Office Supplies,Paper,30.44,14.3068,0.03,Medium
2012/6/5,BB-11545,Corporate,Missouri,Central,OFF-PA-10000528,Office Supplies,Paper,10.56,4.752,0.46,Medium
2012/6/5,EB-13750,Corporate,New York,East,FUR-CH-10004997,Furniture,Chairs,1522.638,169.182,63.85,Medium
2012/6/7,EM-13810,Corporate,California,West,OFF-BI-10004187,Office Supplies,Binders,7.52,2.632,0.89,Medium
2012/6/7,HD-14785,Home Office,Pennsylvania,East,OFF-PA-10000552,Office Supplies,Paper,25.92,9.072,4.41,High
2012/6/7,HD-14785,Home Office,Pennsylvania,East,OFF-BI-10003707,Office Supplies,Binders,18.312,-12.208,2.6,High
2012/6/7,HD-14785,Home Office,Pennsylvania,East,OFF-AR-10003183,Office Supplies,Art,8.016,1.002,0.65,High
2012/6/8,MG-17695,Consumer,Illinois,Central,OFF-AP-10003849,Office Supplies,Appliances,143.128,-393.602,1.56,Medium
2012/6/8,MG-17695,Consumer,Illinois,Central,TEC-AC-10003433,Technology,Accessories,2.376,0.7425,0.18,Medium
2012/6/8,AG-10495,Corporate,Florida,South,OFF-ST-10000046,Office Supplies,Storage,516.96,-6.462,37.64,Medium
2012/6/8,AG-10495,Corporate,Florida,South,OFF-PA-10002581,Office Supplies,Paper,173.488,54.215,12.33,Medium
2012/6/8,AG-10495,Corporate,Florida,South,FUR-FU-10001185,Furniture,Furnishings,173.208,45.4671,7.84,Medium
2012/6/8,AG-10495,Corporate,Florida,South,OFF-PA-10001215,Office Supplies,Paper,42.24,13.2,2.87,Medium
2012/6/8,AG-10495,Corporate,Florida,South,OFF-BI-10002429,Office Supplies,Binders,18.264,-13.3936,1.64,Medium
2012/6/8,AG-10495,Corporate,Florida,South,OFF-LA-10001982,Office Supplies,Labels,9,3.15,0.49,Medium
2012/6/8,AG-10495,Corporate,Florida,South,OFF-AR-10003856,Office Supplies,Art,4.448,0.3336,0.33,Medium
2012/6/9,MJ-17740,Consumer,Florida,South,TEC-AC-10004396,Technology,Accessories,72.6,-8.1675,5.11,Medium
2012/6/9,MJ-17740,Consumer,Florida,South,OFF-BI-10002133,Office Supplies,Binders,38.52,-26.964,3.4,Medium
2012/6/9,MJ-17740,Consumer,Florida,South,OFF-BI-10003876,Office Supplies,Binders,64.2,-42.8,3.09,Medium
2012/6/9,NC-18415,Consumer,Michigan,Central,OFF-PA-10000304,Office Supplies,Paper,12.96,6.2208,1.3,High
2012/6/9,TG-21640,Consumer,Idaho,West,FUR-FU-10003192,Furniture,Furnishings,355.36,92.3936,71.55,High
2012/6/9,TG-21640,Consumer,Idaho,West,TEC-PH-10004522,Technology,Phones,140.376,8.7735,25.24,High
2012/6/9,AG-10765,Home Office,Virginia,South,OFF-BI-10001670,Office Supplies,Binders,113.1,56.55,15.41,Low
2012/6/11,BD-11605,Consumer,Louisiana,South,OFF-BI-10002799,Office Supplies,Binders,36.26,16.6796,3.73,Medium
2012/6/11,BD-11605,Consumer,Louisiana,South,OFF-AR-10003582,Office Supplies,Art,56.3,15.764,3.02,Medium
2012/6/11,BD-11605,Consumer,Louisiana,South,TEC-AC-10003038,Technology,Accessories,53.7,10.203,1.75,Medium
2012/6/11,BD-11605,Consumer,Louisiana,South,OFF-PA-10004451,Office Supplies,Paper,32.4,15.552,1.19,Medium
2012/6/11,BD-11605,Consumer,Louisiana,South,FUR-FU-10004666,Furniture,Furnishings,29.16,10.7892,1,Medium
2012/6/11,JE-15610,Corporate,Florida,South,FUR-CH-10003312,Furniture,Chairs,1123.92,-182.637,173.17,Medium
2012/6/11,JE-15610,Corporate,Florida,South,OFF-ST-10001780,Office Supplies,Storage,1036.624,51.8312,140.3,Medium
2012/6/11,JE-15610,Corporate,Florida,South,OFF-ST-10003816,Office Supplies,Storage,563.808,21.1428,72.27,Medium
2012/6/11,JE-15610,Corporate,Florida,South,TEC-PH-10002496,Technology,Phones,249.584,31.198,23.65,Medium
2012/6/11,JE-15610,Corporate,Florida,South,OFF-BI-10004593,Office Supplies,Binders,78.6,-62.88,11.87,Medium
2012/6/11,JE-15610,Corporate,Florida,South,OFF-AR-10000380,Office Supplies,Art,60.768,7.596,10.19,Medium
2012/6/11,JE-15610,Corporate,Florida,South,FUR-FU-10003464,Furniture,Furnishings,48.672,7.3008,1.44,Medium
2012/6/11,JE-15610,Corporate,Florida,South,OFF-BI-10001308,Office Supplies,Binders,3.768,-3.14,0.64,Medium
2012/6/12,GB-14575,Consumer,Pennsylvania,East,FUR-FU-10003623,Furniture,Furnishings,43.296,4.3296,3.02,Medium
2012/6/12,GB-14575,Consumer,Pennsylvania,East,OFF-PA-10003848,Office Supplies,Paper,20.736,7.2576,1.87,Medium
2012/6/12,JH-15910,Consumer,Florida,South,TEC-PH-10002844,Technology,Phones,55.984,4.1988,5.14,Medium
2012/6/12,LE-16810,Consumer,Delaware,East,OFF-ST-10001505,Office Supplies,Storage,29.9,5.083,2.37,Medium
2012/6/12,SZ-20035,Home Office,Indiana,Central,OFF-ST-10002444,Office Supplies,Storage,24.56,6.8768,1,Medium
2012/6/13,JJ-15445,Consumer,California,West,OFF-BI-10003707,Office Supplies,Binders,36.624,13.734,8.16,Medium
2012/6/13,BF-10975,Corporate,Georgia,South,OFF-PA-10001870,Office Supplies,Paper,6.48,3.1104,0.33,High
2012/6/13,DH-13075,Corporate,Alabama,South,TEC-CO-10004202,Technology,Copiers,899.97,314.9895,73.62,Medium
2012/6/13,DH-13075,Corporate,Alabama,South,OFF-PA-10003363,Office Supplies,Paper,32.4,15.552,1.2,Medium
2012/6/13,DH-13075,Corporate,Alabama,South,OFF-AR-10004269,Office Supplies,Art,24.78,6.9384,0.74,Medium
2012/6/13,DH-13075,Corporate,Alabama,South,OFF-BI-10001249,Office Supplies,Binders,19.14,8.8044,0.66,Medium
2012/6/13,FC-14245,Home Office,Ohio,East,OFF-AR-10000634,Office Supplies,Art,3.424,0.2996,1.51,Critical
2012/6/13,PS-19045,Home Office,Maine,East,TEC-AC-10003657,Technology,Accessories,67.98,14.9556,1.58,Medium
2012/6/13,PS-19045,Home Office,Maine,East,OFF-BI-10002824,Office Supplies,Binders,29.84,13.428,0.34,Medium
2012/6/13,PS-19045,Home Office,Maine,East,OFF-BI-10004970,Office Supplies,Binders,8.26,3.8822,0.18,Medium
2012/6/14,AD-10180,Home Office,Pennsylvania,East,FUR-FU-10001867,Furniture,Furnishings,51.072,5.1072,0.94,High
2012/6/15,AC-10450,Consumer,Florida,South,TEC-AC-10002718,Technology,Accessories,11.672,-0.7295,3.26,Critical
2012/6/15,PF-19120,Consumer,Arizona,West,FUR-FU-10004904,Furniture,Furnishings,364.704,-36.4704,33.59,High
2012/6/15,PF-19120,Consumer,Arizona,West,OFF-ST-10004804,Office Supplies,Storage,82.368,-19.5624,14.91,High
2012/6/15,PF-19120,Consumer,Arizona,West,FUR-FU-10002396,Furniture,Furnishings,40.256,11.0704,3.4,High
2012/6/15,PF-19120,Consumer,Arizona,West,OFF-PA-10002245,Office Supplies,Paper,9.568,2.99,1.51,High
2012/6/15,GK-14620,Corporate,California,West,TEC-PH-10002103,Technology,Phones,225.576,22.5576,19.76,Medium
2012/6/16,LC-16885,Consumer,New York,East,OFF-BI-10003527,Office Supplies,Binders,3050.376,1143.891,632.05,High
2012/6/16,LC-16885,Consumer,New York,East,TEC-PH-10004922,Technology,Phones,133.98,33.495,25.86,High
2012/6/16,LS-17230,Consumer,Texas,Central,FUR-CH-10001708,Furniture,Chairs,197.372,-25.3764,11.47,Medium
2012/6/16,LS-17230,Consumer,Texas,Central,OFF-PA-10004156,Office Supplies,Paper,27.216,9.8658,2.24,Medium
2012/6/16,LS-17230,Consumer,Texas,Central,OFF-EN-10001028,Office Supplies,Envelopes,28.752,9.3444,1.22,Medium
2012/6/16,PB-19150,Consumer,Pennsylvania,East,OFF-EN-10003072,Office Supplies,Envelopes,6.208,2.1728,0.46,Medium
2012/6/18,BG-11740,Consumer,California,West,OFF-AR-10001044,Office Supplies,Art,51.98,15.0742,8.76,High
2012/6/18,KH-16510,Consumer,Virginia,South,TEC-PH-10002496,Technology,Phones,467.97,140.391,35.22,Medium
2012/6/18,KH-16510,Consumer,Virginia,South,OFF-ST-10003716,Office Supplies,Storage,450.04,58.5052,20.66,Medium
2012/6/18,KH-16510,Consumer,Virginia,South,FUR-FU-10003464,Furniture,Furnishings,60.84,19.4688,4.42,Medium
2012/6/18,KH-16510,Consumer,Virginia,South,OFF-BI-10004002,Office Supplies,Binders,34.6,16.608,2.23,Medium
2012/6/18,KH-16510,Consumer,Virginia,South,OFF-BI-10004826,Office Supplies,Binders,33.02,15.8496,0.98,Medium
2012/6/18,BV-11245,Corporate,Tennessee,South,FUR-CH-10002965,Furniture,Chairs,643.136,56.2744,84.5,High
2012/6/18,BV-11245,Corporate,Tennessee,South,OFF-PA-10001937,Office Supplies,Paper,20.736,7.2576,2.41,High
2012/6/18,BV-11245,Corporate,Tennessee,South,OFF-BI-10002982,Office Supplies,Binders,6.129,-4.4946,0.94,High
2012/6/18,HR-14830,Corporate,Florida,South,OFF-AR-10002399,Office Supplies,Art,13.632,3.5784,1.07,High
2012/6/18,SN-20560,Home Office,Arizona,West,FUR-FU-10004973,Furniture,Furnishings,75.36,20.724,6.02,Medium
2012/6/18,SN-20560,Home Office,Arizona,West,OFF-BI-10003707,Office Supplies,Binders,9.156,-6.104,0.77,Medium
2012/6/18,SN-20560,Home Office,Arizona,West,OFF-PA-10001661,Office Supplies,Paper,11.952,4.3326,0.61,Medium
2012/6/18,SN-20560,Home Office,Arizona,West,OFF-BI-10004656,Office Supplies,Binders,4.536,-3.3264,0.41,Medium
2012/6/19,LH-17155,Consumer,California,West,OFF-EN-10000056,Office Supplies,Envelopes,186.69,87.7443,5.15,Medium
2012/6/19,LH-17155,Consumer,California,West,OFF-PA-10004355,Office Supplies,Paper,6.48,3.1104,0.52,Medium
2012/6/19,LH-17155,Consumer,California,West,FUR-FU-10000732,Furniture,Furnishings,12.56,4.0192,0.5,Medium
2012/6/19,KM-16375,Home Office,Texas,Central,OFF-ST-10003692,Office Supplies,Storage,228.92,14.3075,5.94,Medium
2012/6/19,ME-17320,Home Office,Texas,Central,OFF-BI-10001107,Office Supplies,Binders,5.792,-9.5568,0.41,Medium
2012/6/19,PP-18955,Home Office,Pennsylvania,East,OFF-LA-10004677,Office Supplies,Labels,5.904,1.9926,0.88,High
2012/6/20,JM-16195,Consumer,Colorado,West,TEC-PH-10002070,Technology,Phones,125.944,15.743,18.02,High
2012/6/20,SC-20770,Corporate,California,West,TEC-PH-10002726,Technology,Phones,125.976,47.241,18.81,Medium
2012/6/20,SC-20770,Corporate,California,West,FUR-FU-10002253,Furniture,Furnishings,257.64,100.4796,10.82,Medium
2012/6/20,BC-11125,Home Office,Pennsylvania,East,TEC-AC-10001838,Technology,Accessories,319.984,91.9954,37.01,High
2012/6/21,EP-13915,Consumer,Florida,South,TEC-PH-10001819,Technology,Phones,107.976,37.7916,14.87,Low
2012/6/22,KL-16645,Consumer,Utah,West,OFF-FA-10000490,Office Supplies,Fasteners,4.96,2.3312,0.3,High
2012/6/22,SW-20455,Consumer,New York,East,OFF-BI-10000545,Office Supplies,Binders,1217.568,456.588,66.84,Medium
2012/6/22,MG-17875,Home Office,Illinois,Central,FUR-TA-10002645,Furniture,Tables,796.425,-525.6405,110.67,Medium
2012/6/23,CS-12355,Consumer,California,West,TEC-PH-10002468,Technology,Phones,217.584,19.0386,13.75,Medium
2012/6/23,CS-12355,Consumer,California,West,TEC-PH-10003931,Technology,Phones,143.976,8.9985,9.59,Medium
2012/6/23,CS-12355,Consumer,California,West,OFF-FA-10003059,Office Supplies,Fasteners,5.43,1.7919,0.34,Medium
2012/6/23,RD-19480,Consumer,Washington,West,TEC-PH-10004830,Technology,Phones,201.568,22.6764,32.8,High
2012/6/23,RF-19345,Corporate,Georgia,South,OFF-BI-10004519,Office Supplies,Binders,165.98,74.691,8.22,Medium
2012/6/23,RF-19345,Corporate,Georgia,South,TEC-AC-10001590,Technology,Accessories,75,18,4.41,Medium
2012/6/23,RF-19345,Corporate,Georgia,South,FUR-FU-10000794,Furniture,Furnishings,27.42,9.3228,1.89,Medium
2012/6/25,AB-10165,Consumer,California,West,OFF-ST-10001963,Office Supplies,Storage,304.23,9.1269,11.27,Medium
2012/6/25,AB-10165,Consumer,California,West,OFF-BI-10004330,Office Supplies,Binders,88.752,27.735,4.77,Medium
2012/6/25,AB-10165,Consumer,California,West,OFF-AR-10004062,Office Supplies,Art,20.96,5.24,1.56,Medium
2012/6/25,JF-15565,Consumer,California,West,FUR-FU-10001979,Furniture,Furnishings,204.85,57.358,9.19,Medium
2012/6/25,MV-17485,Consumer,Texas,Central,FUR-FU-10004587,Furniture,Furnishings,75.384,-20.7306,22,High
2012/6/25,MV-17485,Consumer,Texas,Central,OFF-PA-10001019,Office Supplies,Paper,47.952,16.1838,9.95,High
2012/6/25,MV-17485,Consumer,Texas,Central,OFF-LA-10001613,Office Supplies,Labels,4.608,1.6704,0.48,High
2012/6/25,MV-17485,Consumer,Texas,Central,OFF-BI-10000201,Office Supplies,Binders,0.984,-1.476,0.14,High
2012/6/25,CH-12070,Home Office,Pennsylvania,East,OFF-ST-10002554,Office Supplies,Storage,78.256,-17.6076,8.2,Medium
2012/6/25,CH-12070,Home Office,Pennsylvania,East,OFF-PA-10003309,Office Supplies,Paper,31.104,10.8864,3.19,Medium
2012/6/26,SA-20830,Consumer,Virginia,South,FUR-CH-10003199,Furniture,Chairs,332.94,79.9056,33.44,High
2012/6/26,SA-20830,Consumer,Virginia,South,OFF-BI-10001543,Office Supplies,Binders,143.96,69.1008,23.84,High
2012/6/26,SA-20830,Consumer,Virginia,South,OFF-ST-10001321,Office Supplies,Storage,15.42,4.1634,1.68,High
2012/6/26,SA-20830,Consumer,Virginia,South,OFF-BI-10001132,Office Supplies,Binders,43.04,21.0896,1.68,High
2012/6/26,VD-21670,Consumer,Texas,Central,TEC-PH-10001578,Technology,Phones,971.88,109.3365,95.63,Medium
2012/6/26,LA-16780,Corporate,Michigan,Central,TEC-AC-10004708,Technology,Accessories,41.9,8.799,4.35,High
2012/6/26,DB-13360,Home Office,Ohio,East,OFF-PA-10004040,Office Supplies,Paper,43.056,15.6078,3.49,High
2012/6/28,CY-12745,Corporate,Arizona,West,FUR-FU-10004306,Furniture,Furnishings,621.76,46.632,52.96,Medium
2012/6/28,CY-12745,Corporate,Arizona,West,OFF-LA-10000443,Office Supplies,Labels,5.904,1.9926,0.59,Medium
2012/6/28,DW-13585,Corporate,Ohio,East,FUR-BO-10001918,Furniture,Bookcases,482.94,-376.6932,20.25,Medium
2012/6/28,DW-13585,Corporate,Ohio,East,OFF-PA-10003177,Office Supplies,Paper,15.552,5.4432,0.15,Medium
2012/6/28,MP-17470,Home Office,Georgia,South,OFF-AR-10000538,Office Supplies,Art,140.75,42.225,10.87,Medium
2012/6/28,MP-17470,Home Office,Georgia,South,OFF-BI-10002867,Office Supplies,Binders,119.56,54.9976,7.88,Medium
2012/6/29,MM-18055,Consumer,New York,East,OFF-PA-10002870,Office Supplies,Paper,24.96,11.232,1.88,Medium
